Acct,Type,Date,Num,Name,Memo,Split,Debit,Credit,Net,AcctNum,FS_Group
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3009,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3009,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3010,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,115.5,-115.5,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-01,3008,"King, Vicki",,Company Checking Account,0.0,28.0,-28.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,115.5,-115.5,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3010,"King, Vicki",,Company Checking Account,0.0,28.0,-28.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3011,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-03-15,3012,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,146.25,0.0,146.25,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,671.0,0.0,671.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,42.73,0.0,42.73,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,33.16,0.0,33.16,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,197.16,0.0,197.16,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-03-15,5348,Local Bank,55-5555555,Company Checking Account,140.92,0.0,140.92,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3013,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3014,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,115.5,-115.5,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,21.7,-21.7,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,5.08,-5.08,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-02,3012,"King, Vicki",,Company Checking Account,0.0,28.0,-28.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3015,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-15,3016,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,182.04,0.0,182.04,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,671.0,0.0,671.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,33.16,0.0,33.16,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,33.16,0.0,33.16,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,140.92,0.0,140.92,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-04-15,5349,Local Bank,55-5555555,Company Checking Account,140.92,0.0,140.92,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,69.29,-69.29,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-04-16,3014,"King, Vicki",,Company Checking Account,0.0,16.8,-16.8,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3017,"Bolinski, Rafal",,Company Checking Account,0.0,7.78,-7.78,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3018,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,69.29,-69.29,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-01,3016,"King, Vicki",,Company Checking Account,0.0,16.8,-16.8,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,170.84,0.0,170.84,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,624.79,0.0,624.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,31.15,0.0,31.15,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,31.15,0.0,31.15,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,132.22,0.0,132.22,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5350,Local Bank,55-5555555,Company Checking Account,132.22,0.0,132.22,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,131.73,0.0,131.73,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,578.58,0.0,578.58,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,29.14,0.0,29.14,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,29.14,0.0,29.14,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,123.52,0.0,123.52,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Liability Check,2018-05-13,5351,Local Bank,55-5555555,Company Checking Account,123.52,0.0,123.52,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3019,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3020,"Deen, Jeannette",,Company Checking Account,0.0,27.33,-27.33,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,69.29,-69.29,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-05-15,3018,"King, Vicki",,Company Checking Account,0.0,16.8,-16.8,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,69.29,-69.29,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,13.0,-13.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,3.07,-3.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3020,"King, Vicki",,Company Checking Account,0.0,16.8,-16.8,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-01,3022,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,115.0,-115.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,27.69,-27.69,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,6.53,-6.53,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,Company Checking Account,0.0,35.79,-35.79,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,105.0,-105.0,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,21.07,-21.07,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,4.97,-4.97,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3024,"Deen, Jeannette",,Company Checking Account,0.0,27.23,-27.23,2110,PAYROLL LIABILITIES
Payroll Liabilities | Payroll Taxes Payable,Paycheck,2018-06-15,3022,"King, Vicki",,Company Checking Account,0.0,69.29,-69.29,2110,PAYROLL LIABILITIES
